Position,points,name,challenge
30,2721,Omegapoint,"{'challenge_name': ['fofelolixox', 'Fuffens', 'Hallqvist', 'dagr', 'wallinc', 'mysc0x1', 'Shirajuki', 'MacTurnal', 'Epiqi', 'bigd0g', 'JP', 'Adrian Bjugård', 'Red teaming?', 'Sök', 'Frågeformulär', 'Robotfilter', 'Intern 2', 'KrEncyclopedia', 'Packman', 'Hönan och Ägget', 'Golf-SM', 'HittaHit 2', 'Fillagringstjänst', 'KaKlickare', 'XML-kontroll', 'HittaHit 1'], 'challenge_category': ['Forensik', 'Webb', 'Övriga', 'Webb', 'OSINT', 'Kryptografi', 'Reversering', 'Övriga', 'Exploatering', 'OSINT', 'Webb', 'Webb', 'Webb', 'OSINT'], 'challenge_points': ['475', '421', '50', '286', '425', '111', '383', '168', '50', '50', '152', '50', '50', '50'], 'solve_time': ['2024-11-16T19:15:14.208072Z', '2024-11-16T18:47:10.249971Z', '2024-11-16T17:03:54.116261Z', '2024-11-16T16:24:37.997898Z', '2024-11-16T15:48:17.925976Z', '2024-11-16T14:53:32.169327Z', '2024-11-16T14:26:36.320534Z', '2024-11-16T13:49:15.677092Z', '2024-11-16T13:39:03.216365Z', '2024-11-16T13:34:04.313453Z', '2024-11-16T13:24:24.081490Z', '2024-11-16T13:12:23.963300Z', '2024-11-16T13:11:16.596250Z', '2024-11-16T13:05:08.103845Z']}"
31,2708,selectric,"{'challenge_name': ['kjelle', 'martin', 'kurinkitos', 'blaklinten', 'Börje', 'Långtidsminne', 'Hönan och Ägget', 'Riscy Business 1', 'Red teaming?', 'Golf-SM', 'Frågeformulär', 'XML-kontroll', 'Packman', 'Robotfilter', 'Fillagringstjänst', 'KrEncyclopedia', 'HittaHit 2', 'KaKlickare', 'HittaHit 1'], 'challenge_category': ['Forensik', 'Övriga', 'Exploatering', 'Forensik', 'Exploatering', 'Övriga', 'Webb', 'Reversering', 'Webb', 'Webb', 'Kryptografi', 'OSINT', 'Webb', 'OSINT'], 'challenge_points': ['338', '168', '495', '475', '50', '50', '50', '383', '286', '152', '111', '50', '50', '50'], 'solve_time': ['2024-11-16T20:41:53.746174Z', '2024-11-16T20:28:50.440246Z', '2024-11-16T20:25:05.467940Z', '2024-11-16T19:00:45.350252Z', '2024-11-16T18:01:14.089096Z', '2024-11-16T17:29:34.732067Z', '2024-11-16T16:37:31.688685Z', '2024-11-16T16:16:37.831247Z', '2024-11-16T15:57:26.423663Z', '2024-11-16T15:38:40.574269Z', '2024-11-16T14:50:17.416982Z', '2024-11-16T14:01:41.048040Z', '2024-11-16T13:17:17.380079Z', '2024-11-16T13:09:32.936763Z']}"
32,2686,BankarKodFörGifflar,"{'challenge_name': ['maxim', 'sapmix', 'instellate', 'jmndgf', 'Lelle', 'lvl 10 faceit opcode86 #stormsickness #thankthebussdriver 177cm tall, 64kg heavy, blonde, fe male, add snap: themrdavid', 'SQ8', 'ludv', 'wettent', 'Sök', 'Skyltsmedjan', 'Frågeformulär', 'Buggigt', 'KrEncyclopedia', 'Fillagringstjänst', 'Riscy Business 1', 'XML-kontroll', 'HittaHit 2', 'KaKlickare', 'Robotfilter', 'Golf-SM', 'HittaHit 1'], 'challenge_category': ['Webb', 'Kryptografi', 'Övriga', 'Övriga', 'Kryptografi', 'Webb', 'Exploatering', 'Webb', 'OSINT', 'Webb', 'Webb', 'Exploatering', 'OSINT'], 'challenge_points': ['421', '489', '50', '432', '111', '152', '495', '50', '50', '50', '286', '50', '50'], 'solve_time': ['2024-11-16T19:59:06.154264Z', '2024-11-16T18:17:20.193332Z', '2024-11-16T17:14:44.348721Z', '2024-11-16T16:00:31.061900Z', '2024-11-16T15:36:03.743873Z', '2024-11-16T15:12:12.283114Z', '2024-11-16T14:51:21.588037Z', '2024-11-16T13:58:26.280658Z', '2024-11-16T13:45:27.720162Z', '2024-11-16T13:37:35.142060Z', '2024-11-16T13:30:20.748266Z', '2024-11-16T13:23:06.891282Z', '2024-11-16T13:13:33.930018Z']}"
33,2666,FalafelOrden,"{'challenge_name': ['Urban', 'donfedde', 'elCholio', 'Kladdiskakan', 'hayha', 'kussa', 'M|tnt', '<3', 'THUMBC_UP', 'Jawbreaker', 'Buggigt', 'Packman', 'KrEncyclopedia', 'Frågeformulär', 'Hönan och Ägget', 'Protokollkoll', 'HittaHit 2', 'Långtidsminne', 'Fillagringstjänst', 'Golf-SM', 'Robotfilter', 'XML-kontroll', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Övriga', 'Reversering', 'Kryptografi', 'Övriga', 'Övriga', 'Forensik', 'OSINT', 'Forensik', 'Webb', 'Exploatering', 'Webb', 'Webb', 'OSINT', 'Webb'], 'challenge_points': ['432', '383', '111', '50', '168', '496', '50', '338', '152', '50', '286', '50', '50', '50'], 'solve_time': ['2024-11-16T20:35:00.112513Z', '2024-11-16T19:18:26.703231Z', '2024-11-16T18:46:47.652577Z', '2024-11-16T17:02:27.841052Z', '2024-11-16T16:36:01.534442Z', '2024-11-16T16:03:28.040786Z', '2024-11-16T14:31:30.811289Z', '2024-11-16T14:02:27.461956Z', '2024-11-16T13:59:57.158157Z', '2024-11-16T13:51:03.336487Z', '2024-11-16T13:48:32.913743Z', '2024-11-16T13:40:35.266987Z', '2024-11-16T13:36:59.045279Z', '2024-11-16T13:19:52.465087Z']}"
34,2380,napwnli,"{'challenge_name': ['luke-the-coder', 'zGenny', 'MotherIndiaPower', 'softhepen', 'ErContent77', 'serpente_destro', 'Hönan och Ägget', 'Buggigt', 'Packman', 'Långtidsminne', 'Sök', 'Golf-SM', 'Fillagringstjänst', 'Robotfilter', 'KaKlickare', 'HittaHit 1', 'XML-kontroll'], 'challenge_category': ['Övriga', 'Övriga', 'Reversering', 'Forensik', 'Webb', 'Exploatering', 'Webb', 'Webb', 'Webb', 'OSINT', 'Webb'], 'challenge_points': ['168', '432', '383', '338', '421', '50', '152', '286', '50', '50', '50'], 'solve_time': ['2024-11-16T18:01:28.920319Z', '2024-11-16T16:35:13.106446Z', '2024-11-16T16:03:18.568965Z', '2024-11-16T15:35:13.837412Z', '2024-11-16T14:58:33.068379Z', '2024-11-16T14:31:48.553017Z', '2024-11-16T14:22:37.226549Z', '2024-11-16T14:13:30.767999Z', '2024-11-16T13:21:19.182159Z', '2024-11-16T13:14:43.319999Z', '2024-11-16T13:11:32.760146Z']}"
35,2310,Bumbodosan,"{'challenge_name': ['thomasgranbohm', 'aiviaghost', 'w0bb', 'Skyltsmedjan', 'Packman', 'Frågeformulär', 'Sök', 'Fillagringstjänst', 'HittaHit 2', 'Golf-SM', 'Hönan och Ägget', 'Robotfilter', 'KrEncyclopedia', 'KaKlickare', 'XML-kontroll', 'HittaHit 1'], 'challenge_category': ['Kryptografi', 'Reversering', 'Övriga', 'Webb', 'Webb', 'OSINT', 'Exploatering', 'Övriga', 'Webb', 'Kryptografi', 'Webb', 'Webb', 'OSINT'], 'challenge_points': ['489', '383', '50', '421', '152', '50', '50', '168', '286', '111', '50', '50', '50'], 'solve_time': ['2024-11-16T18:14:48.693342Z', '2024-11-16T17:52:03.820707Z', '2024-11-16T17:14:43.779214Z', '2024-11-16T17:12:18.958630Z', '2024-11-16T16:41:20.277755Z', '2024-11-16T16:40:09.009713Z', '2024-11-16T16:37:52.575381Z', '2024-11-16T16:22:58.326568Z', '2024-11-16T16:17:58.139953Z', '2024-11-16T16:14:39.875739Z', '2024-11-16T15:58:41.780581Z', '2024-11-16T15:56:42.337301Z', '2024-11-16T15:47:12.443222Z']}"
36,2255,HjärterHex,"{'challenge_name': ['Chrob', 'Cracken', 'Byström', 'Lorac', 'Dantene Davis', 'Halvdan', 'ToffLareN', 'rullskridskodisko', 'nerdstorm', 'Gullemullen', 'TheHighLizard', 'Hexmissbrukaren', 'armitage', 'MK', 'NooZ', 'Hoppsan', 'filix', 'bengberg', 'oliviameuller', 'Hönan och Ägget', 'Fillagringstjänst', 'Frågeformulär', 'Red teaming?', 'KrEncyclopedia', 'Intern 2', 'Robotfilter', 'Långtidsminne', 'XML-kontroll', 'HittaHit 2', 'KaKlickare', 'HittaHit 1', 'Golf-SM'], 'challenge_category': ['Övriga', 'Webb', 'Övriga', 'Forensik', 'Kryptografi', 'OSINT', 'Webb', 'Forensik', 'Webb', 'OSINT', 'Webb', 'OSINT', 'Exploatering'], 'challenge_points': ['168', '152', '50', '475', '111', '425', '286', '338', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T17:43:52.722993Z', '2024-11-16T17:16:31.060063Z', '2024-11-16T17:01:21.936665Z', '2024-11-16T16:43:38.136410Z', '2024-11-16T15:21:29.897145Z', '2024-11-16T14:40:54.003693Z', '2024-11-16T14:21:57.449166Z', '2024-11-16T14:19:42.272434Z', '2024-11-16T13:47:49.583438Z', '2024-11-16T13:20:00.305550Z', '2024-11-16T13:18:31.925069Z', '2024-11-16T13:11:14.848307Z', '2024-11-16T13:06:45.007036Z']}"
37,2227,Forst,"{'challenge_name': ['Forst', 'HittaHit 1', 'Hönan och Ägget', 'Protokollkoll', 'Red teaming?', 'Långtidsminne', 'Skyltsmedjan', 'XML-kontroll', 'KaKlickare', 'KrEncyclopedia'], 'challenge_category': ['OSINT', 'Övriga', 'Forensik', 'Forensik', 'Forensik', 'Kryptografi', 'Webb', 'Webb', 'Kryptografi'], 'challenge_points': ['50', '168', '496', '475', '338', '489', '50', '50', '111'], 'solve_time': ['2024-11-16T20:58:12.158356Z', '2024-11-16T20:52:37.533649Z', '2024-11-16T20:15:38.004770Z', '2024-11-16T20:07:21.555288Z', '2024-11-16T19:57:37.872334Z', '2024-11-16T18:24:11.548321Z', '2024-11-16T14:12:48.768171Z', '2024-11-16T14:07:05.873396Z', '2024-11-16T14:05:02.237548Z']}"
38,2208,Calming Tea Friends,"{'challenge_name': ['rosen', 'Tetre', 'vidde', 'SantaBaron', 'Riddarvid', 'hallarch', 'Nox', 'Frennish', 'deltaphish', 'Lego', 'Långtidsminne', 'Frågeformulär', 'Fillagringstjänst', 'Packman', 'Note', 'XML-kontroll', 'Robotfilter', 'HittaHit 2', 'HittaHit 1', 'Golf-SM', 'KrEncyclopedia', 'KaKlickare', 'Hönan och Ägget'], 'challenge_category': ['Forensik', 'Övriga', 'Webb', 'Reversering', 'Exploatering', 'Webb', 'Webb', 'OSINT', 'OSINT', 'Exploatering', 'Kryptografi', 'Webb', 'Övriga'], 'challenge_points': ['338', '50', '152', '383', '470', '50', '286', '50', '50', '50', '111', '50', '168'], 'solve_time': ['2024-11-16T20:44:42.481789Z', '2024-11-16T17:18:15.591704Z', '2024-11-16T16:37:36.728005Z', '2024-11-16T16:27:16.375079Z', '2024-11-16T14:32:34.430483Z', '2024-11-16T14:21:47.281838Z', '2024-11-16T14:20:02.474071Z', '2024-11-16T14:08:56.802412Z', '2024-11-16T13:55:07.447144Z', '2024-11-16T13:50:40.728730Z', '2024-11-16T13:49:42.337108Z', '2024-11-16T13:43:08.104482Z', '2024-11-16T13:28:50.447024Z']}"
39,2203,X100,"{'challenge_name': ['alptraum', 'whitebunny314', 'Frågeformulär', 'Sök', 'HittaHit 1', 'Golf-SM', 'Robotfilter', 'Fillagringstjänst', 'KrEncyclopedia', 'XML-kontroll', 'Buggigt', 'Hönan och Ägget', 'Packman', 'KaKlickare'], 'challenge_category': ['Övriga', 'Webb', 'OSINT', 'Exploatering', 'Webb', 'Webb', 'Kryptografi', 'Webb', 'Övriga', 'Övriga', 'Reversering', 'Webb'], 'challenge_points': ['50', '421', '50', '50', '286', '152', '111', '50', '432', '168', '383', '50'], 'solve_time': ['2024-11-16T17:26:04.891793Z', '2024-11-16T17:17:31.601901Z', '2024-11-16T17:07:50.993922Z', '2024-11-16T17:00:26.264136Z', '2024-11-16T16:32:18.661386Z', '2024-11-16T16:27:01.129474Z', '2024-11-16T16:09:07.367873Z', '2024-11-16T15:49:04.197457Z', '2024-11-16T15:43:20.156723Z', '2024-11-16T14:48:47.768974Z', '2024-11-16T14:34:15.185875Z', '2024-11-16T13:15:37.406772Z']}"
40,2198,Redpill Linpro,"{'challenge_name': ['oscar230', 'mikado', 'Anton', 'jlrplp', 'magnuser', 'Långtidsminne', 'Fillagringstjänst', 'KrEncyclopedia', 'Frågeformulär', 'Packman', 'Intern 2', 'NeovIM', 'XML-kontroll', 'HittaHit 2', 'HittaHit 1', 'KaKlickare', 'Golf-SM'], 'challenge_category': ['Forensik', 'Webb', 'Kryptografi', 'Övriga', 'Reversering', 'OSINT', 'Övriga', 'Webb', 'OSINT', 'OSINT', 'Webb', 'Exploatering'], 'challenge_points': ['338', '152', '111', '50', '383', '425', '489', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T20:56:49.435660Z', '2024-11-16T19:26:32.063406Z', '2024-11-16T18:55:43.870659Z', '2024-11-16T17:58:43.464533Z', '2024-11-16T16:51:50.154356Z', '2024-11-16T16:14:50.693414Z', '2024-11-16T15:55:29.001765Z', '2024-11-16T15:36:48.165578Z', '2024-11-16T14:26:53.581516Z', '2024-11-16T14:11:08.554788Z', '2024-11-16T13:30:38.794195Z', '2024-11-16T13:18:11.152385Z']}"
41,2186,Shady Team,"{'challenge_name': ['Shadybay', 'Hue', 'Julia_Duong', 'Note', 'Långtidsminne', 'XML-kontroll', 'Frågeformulär', 'Fillagringstjänst', 'Packman', 'Buggigt', 'KrEncyclopedia', 'HittaHit 2', 'KaKlickare', 'HittaHit 1', 'Golf-SM'], 'challenge_category': ['Exploatering', 'Forensik', 'Webb', 'Övriga', 'Webb', 'Reversering', 'Övriga', 'Kryptografi', 'OSINT', 'Webb', 'OSINT', 'Exploatering'], 'challenge_points': ['470', '338', '50', '50', '152', '383', '432', '111', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:53:59.015095Z', '2024-11-16T18:19:37.699732Z', '2024-11-16T18:16:57.615626Z', '2024-11-16T17:46:47.603072Z', '2024-11-16T17:00:24.937354Z', '2024-11-16T15:47:37.543910Z', '2024-11-16T15:03:55.472519Z', '2024-11-16T14:13:58.261746Z', '2024-11-16T13:54:52.265461Z', '2024-11-16T13:39:16.868749Z', '2024-11-16T13:35:41.618383Z', '2024-11-16T13:12:13.449738Z']}"
42,2176,Westermo,"{'challenge_name': ['trebla', 'strobe', 'iacentis', 'Packman', 'Protokollkoll', 'Robotfilter', 'XML-kontroll', 'Frågeformulär', 'Golf-SM', 'Buggigt', 'Hönan och Ägget', 'KrEncyclopedia', 'HittaHit 2', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Reversering', 'Forensik', 'Webb', 'Webb', 'Övriga', 'Exploatering', 'Övriga', 'Övriga', 'Kryptografi', 'OSINT', 'OSINT', 'Webb'], 'challenge_points': ['383', '496', '286', '50', '50', '50', '432', '168', '111', '50', '50', '50'], 'solve_time': ['2024-11-16T20:53:44.084398Z', '2024-11-16T20:42:15.300534Z', '2024-11-16T19:44:09.945547Z', '2024-11-16T19:30:26.399169Z', '2024-11-16T19:27:27.947939Z', '2024-11-16T18:40:20.899888Z', '2024-11-16T16:06:49.459496Z', '2024-11-16T15:06:51.560055Z', '2024-11-16T14:15:20.403447Z', '2024-11-16T14:03:41.436605Z', '2024-11-16T13:59:30.915471Z', '2024-11-16T13:31:19.699066Z']}"
43,2163,HERE BE DRAGONS,"{'challenge_name': ['arch-err', 'Mästermetarn', 'eightheart', 'jabba', 'z', 'Paris', 'stickman', 'Flashbang', 'SideTrak', 'Gabuul', 'Deviant', 'OozerJoozer', 'FAQ', 'Hönan och Ägget', 'Packman', 'Frågeformulär', 'Robotfilter', 'Långtidsminne', 'Fillagringstjänst', 'Intern 2', 'HittaHit 2', 'KrEncyclopedia', 'Golf-SM', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Övriga', 'Reversering', 'Övriga', 'Webb', 'Forensik', 'Webb', 'OSINT', 'OSINT', 'Kryptografi', 'Exploatering', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['168', '383', '50', '286', '338', '152', '425', '50', '111', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T20:34:02.812422Z', '2024-11-16T20:06:55.454538Z', '2024-11-16T17:50:18.888065Z', '2024-11-16T16:24:57.129957Z', '2024-11-16T16:23:54.037323Z', '2024-11-16T15:56:19.246726Z', '2024-11-16T14:17:32.094271Z', '2024-11-16T13:48:46.614048Z', '2024-11-16T13:45:36.266362Z', '2024-11-16T13:44:12.860628Z', '2024-11-16T13:24:03.214795Z', '2024-11-16T13:13:08.645131Z', '2024-11-16T13:10:22.639383Z']}"
44,2163,🍌 Pwn3r5 1n Pyj4m45 🍌,"{'challenge_name': ['Crazzir', 'r1bb4n', 'Långtidsminne', 'Frågeformulär', 'Robotfilter', 'Fillagringstjänst', 'Hönan och Ägget', 'Packman', 'KrEncyclopedia', 'Intern 2', 'Golf-SM', 'XML-kontroll', 'KaKlickare', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Forensik', 'Övriga', 'Webb', 'Webb', 'Övriga', 'Reversering', 'Kryptografi', 'OSINT', 'Exploatering', 'Webb', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['338', '50', '286', '152', '168', '383', '111', '425', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T20:57:52.685147Z', '2024-11-16T19:35:56.781651Z', '2024-11-16T19:32:34.631964Z', '2024-11-16T18:16:14.404523Z', '2024-11-16T16:41:21.116992Z', '2024-11-16T16:30:31.865096Z', '2024-11-16T15:24:00.999256Z', '2024-11-16T14:35:05.906395Z', '2024-11-16T13:49:25.037180Z', '2024-11-16T13:36:32.426551Z', '2024-11-16T13:27:42.010619Z', '2024-11-16T13:14:11.964953Z', '2024-11-16T13:09:40.299237Z']}"
45,2152,matli,"{'challenge_name': ['matli', 'Note', 'Buggigt', 'Frågeformulär', 'KaKlickare', 'HittaHit 2', 'Golf-SM', 'Långtidsminne', 'HittaHit 1', 'KrEncyclopedia', 'Hönan och Ägget', 'Packman'], 'challenge_category': ['Exploatering', 'Övriga', 'Övriga', 'Webb', 'OSINT', 'Exploatering', 'Forensik', 'OSINT', 'Kryptografi', 'Övriga', 'Reversering'], 'challenge_points': ['470', '432', '50', '50', '50', '50', '338', '50', '111', '168', '383'], 'solve_time': ['2024-11-16T20:54:38.708089Z', '2024-11-16T20:30:40.585457Z', '2024-11-16T20:11:19.591413Z', '2024-11-16T16:14:08.264630Z', '2024-11-16T15:55:39.128589Z', '2024-11-16T15:46:41.884384Z', '2024-11-16T15:41:06.162101Z', '2024-11-16T15:07:31.860131Z', '2024-11-16T15:02:57.968159Z', '2024-11-16T14:36:10.153571Z', '2024-11-16T14:23:17.623963Z']}"
46,2118,spaghet,"{'challenge_name': ['KRILLERN', 'gnarph', 'ampleyfly', 'tj0xff', 'Extraterrestriell Kommunikation', 'Frågeformulär', 'Buggigt', 'Hönan och Ägget', 'Långtidsminne', 'Fillagringstjänst', 'HittaHit 2', 'HittaHit 1', 'Golf-SM', 'KaKlickare', 'Robotfilter'], 'challenge_category': ['Reversering', 'Övriga', 'Övriga', 'Övriga', 'Forensik', 'Webb', 'OSINT', 'OSINT', 'Exploatering', 'Webb', 'Webb'], 'challenge_points': ['492', '50', '432', '168', '338', '152', '50', '50', '50', '50', '286'], 'solve_time': ['2024-11-16T19:14:01.178998Z', '2024-11-16T17:08:06.406283Z', '2024-11-16T15:41:07.903697Z', '2024-11-16T15:08:54.190650Z', '2024-11-16T14:53:39.607064Z', '2024-11-16T14:01:42.785436Z', '2024-11-16T13:51:57.643838Z', '2024-11-16T13:42:25.421931Z', '2024-11-16T13:26:31.824343Z', '2024-11-16T13:22:17.002494Z', '2024-11-16T13:15:50.592527Z']}"
47,2090,LiTHeHax,"{'challenge_name': ['windis', 'wilmer', 'Parslie', 'thetov', 'Oomega', 'Arn3e', 'Intern 2', 'Sök', 'Frågeformulär', 'Fillagringstjänst', 'Robotfilter', 'Långtidsminne', 'Golf-SM', 'Hönan och Ägget', 'HittaHit 2', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['OSINT', 'Webb', 'Övriga', 'Webb', 'Webb', 'Forensik', 'Exploatering', 'Övriga', 'OSINT', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['425', '421', '50', '152', '286', '338', '50', '168', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T18:35:18.960052Z', '2024-11-16T18:17:57.223093Z', '2024-11-16T18:07:02.919331Z', '2024-11-16T17:40:19.718161Z', '2024-11-16T16:36:26.848951Z', '2024-11-16T16:03:35.734978Z', '2024-11-16T14:48:16.446503Z', '2024-11-16T14:36:18.849870Z', '2024-11-16T14:11:47.685949Z', '2024-11-16T14:02:34.636993Z', '2024-11-16T13:41:32.633654Z', '2024-11-16T13:29:37.402001Z']}"
48,1980,Klass 6B,"{'challenge_name': ['snurre', 'brodertuck', 'lenny', 'meowth', 'johcarls', 'Långtidsminne', 'KrEncyclopedia', 'Frågeformulär', 'Red teaming?', 'HittaHit 2', 'Note', 'Robotfilter', 'KaKlickare', 'XML-kontroll', 'Golf-SM', 'HittaHit 1'], 'challenge_category': ['Forensik', 'Kryptografi', 'Övriga', 'Forensik', 'OSINT', 'Exploatering', 'Webb', 'Webb', 'Webb', 'Exploatering', 'OSINT'], 'challenge_points': ['338', '111', '50', '475', '50', '470', '286', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:08:50.040427Z', '2024-11-16T19:02:52.670994Z', '2024-11-16T17:04:38.803591Z', '2024-11-16T16:47:58.942693Z', '2024-11-16T16:39:42.343644Z', '2024-11-16T15:46:44.716072Z', '2024-11-16T13:56:02.080338Z', '2024-11-16T13:32:33.213852Z', '2024-11-16T13:19:46.048781Z', '2024-11-16T13:19:24.168072Z', '2024-11-16T13:10:19.896638Z']}"
49,1979,Terminal Illness,"{'challenge_name': ['molsson', 'johongo', 'Långtidsminne', 'Fillagringstjänst', 'Frågeformulär', 'NeovIM', 'Hönan och Ägget', 'Sök', 'Golf-SM', 'HittaHit 2', 'HittaHit 1', 'KrEncyclopedia', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Forensik', 'Webb', 'Övriga', 'Övriga', 'Övriga', 'Webb', 'Exploatering', 'OSINT', 'OSINT', 'Kryptografi', 'Webb', 'Webb'], 'challenge_points': ['338', '152', '50', '489', '168', '421', '50', '50', '50', '111', '50', '50'], 'solve_time': ['2024-11-16T20:54:07.514813Z', '2024-11-16T20:18:43.393055Z', '2024-11-16T20:07:04.654533Z', '2024-11-16T18:57:54.220955Z', '2024-11-16T16:07:45.341874Z', '2024-11-16T15:59:31.647241Z', '2024-11-16T15:11:12.533252Z', '2024-11-16T14:23:13.886509Z', '2024-11-16T13:53:47.101477Z', '2024-11-16T13:41:48.579296Z', '2024-11-16T13:23:00.845485Z', '2024-11-16T13:18:57.260079Z']}"
50,1968,BeTeHå,"{'challenge_name': ['Curtain4921', 'ulol21', 'Shadou', 'dragonfly', 'bobbym', 'MrRobot', 'Shah', 'Frågeformulär', 'Robotfilter', 'Buggigt', 'HittaHit 2', 'Hönan och Ägget', 'Packman', 'Långtidsminne', 'KaKlickare', 'Golf-SM', 'KrEncyclopedia', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Webb', 'Övriga', 'OSINT', 'Övriga', 'Reversering', 'Forensik', 'Webb', 'Exploatering', 'Kryptografi', 'OSINT'], 'challenge_points': ['50', '286', '432', '50', '168', '383', '338', '50', '50', '111', '50'], 'solve_time': ['2024-11-16T20:45:04.175995Z', '2024-11-16T20:39:14.270579Z', '2024-11-16T18:36:44.004837Z', '2024-11-16T17:49:37.045876Z', '2024-11-16T16:29:58.144709Z', '2024-11-16T16:04:46.491651Z', '2024-11-16T15:52:43.161732Z', '2024-11-16T14:29:45.891196Z', '2024-11-16T14:23:33.835480Z', '2024-11-16T14:15:36.273796Z', '2024-11-16T14:00:57.612247Z']}"
51,1960,ThePhoenixProject,"{'challenge_name': ['rdngr', 'js', '0581d3f2cac69357bb4d6d15c4c76d8700e891a940102da4d6617533c8211dab', 'cykelkatalogen', 'millenium4ever', 'FanaticFish', 'KrEncyclopedia', 'Frågeformulär', 'Packman', 'Intern 2', 'Hönan och Ägget', 'Sök', 'Fillagringstjänst', 'HittaHit 2', 'HittaHit 1', 'XML-kontroll', 'Golf-SM', 'KaKlickare'], 'challenge_category': ['Kryptografi', 'Övriga', 'Reversering', 'OSINT', 'Övriga', 'Webb', 'Webb', 'OSINT', 'OSINT', 'Webb', 'Exploatering', 'Webb'], 'challenge_points': ['111', '50', '383', '425', '168', '421', '152', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T20:55:10.007962Z', '2024-11-16T17:13:44.868468Z', '2024-11-16T17:07:10.415447Z', '2024-11-16T16:29:15.864828Z', '2024-11-16T16:10:34.850538Z', '2024-11-16T14:44:08.294760Z', '2024-11-16T14:12:04.751843Z', '2024-11-16T14:08:21.016016Z', '2024-11-16T13:59:42.776007Z', '2024-11-16T13:19:39.406303Z', '2024-11-16T13:16:37.410516Z', '2024-11-16T13:10:38.555285Z']}"
52,1877,Smellysmellers,"{'challenge_name': ['smelly', 'paprica', 'KrEncyclopedia', 'Packman', 'Frågeformulär', 'Hönan och Ägget', 'Fillagringstjänst', 'HittaHit 2', 'HittaHit 1', 'Långtidsminne', 'XML-kontroll', 'KaKlickare', 'Intern 2', 'Golf-SM'], 'challenge_category': ['Kryptografi', 'Reversering', 'Övriga', 'Övriga', 'Webb', 'OSINT', 'OSINT', 'Forensik', 'Webb', 'Webb', 'OSINT', 'Exploatering'], 'challenge_points': ['111', '383', '50', '168', '152', '50', '50', '338', '50', '50', '425', '50'], 'solve_time': ['2024-11-16T20:28:37.321187Z', '2024-11-16T19:49:16.752405Z', '2024-11-16T17:45:41.071629Z', '2024-11-16T16:14:50.259369Z', '2024-11-16T16:05:18.387243Z', '2024-11-16T15:55:16.997462Z', '2024-11-16T15:37:50.011971Z', '2024-11-16T15:07:04.851595Z', '2024-11-16T14:04:58.403147Z', '2024-11-16T14:01:29.896505Z', '2024-11-16T13:57:33.741811Z', '2024-11-16T13:12:33.892995Z']}"
53,1833,Cockers,"{'challenge_name': ['gusyaros', 'whoami', 'tetramur', '6t41m0ct5', 'IDAOlly', 'Plankton_oJ', 'KrEncyclopedia', 'Riscy Business 1', 'Extraterrestriell Kommunikation', 'Golf-SM', 'HittaHit 1', 'Fillagringstjänst', 'Packman', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Kryptografi', 'Exploatering', 'Reversering', 'Exploatering', 'OSINT', 'Webb', 'Reversering', 'Webb', 'Webb'], 'challenge_points': ['111', '495', '492', '50', '50', '152', '383', '50', '50'], 'solve_time': ['2024-11-16T20:38:24.935464Z', '2024-11-16T20:26:52.297388Z', '2024-11-16T20:03:19.620403Z', '2024-11-16T17:27:18.941182Z', '2024-11-16T15:39:34.275115Z', '2024-11-16T14:17:45.266954Z', '2024-11-16T13:50:27.651377Z', '2024-11-16T13:18:38.848409Z', '2024-11-16T13:10:55.929271Z']}"
